Id2,Geography, SEX AND AGE - Total population, SEX AND AGE - Total population - Male, SEX AND AGE - Total population - Female, SEX AND AGE - Median age (years), SEX AND AGE - Under 18 years, SEX AND AGE - Under 18 years - Male, SEX AND AGE - Under 18 years - Female, SEX AND AGE - 18 years and over, SEX AND AGE - 18 years and over - Male, SEX AND AGE - 18 years and over - Female, SEX AND AGE - 18 to 34 years, SEX AND AGE - 18 to 34 years - Male, SEX AND AGE - 18 to 34 years - Female, SEX AND AGE - 35 to 64 years, SEX AND AGE - 35 to 64 years - Male, SEX AND AGE - 35 to 64 years - Female, SEX AND AGE - 65 years and over, SEX AND AGE - 65 years and over - Male, SEX AND AGE - 65 years and over - Female, MARITAL STATUS - Male 15 years and over - Never married, RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over, RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state, RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,"Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Male","Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Female", POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED - All people,YEAR
17,Illinois,12882135,49.1,50.9,37.2,3022155,51.1,48.9,9859980,48.5,51.5,3046025,50.5,49.5,5073867,49.2,50.8,1740088,42.9,57.1,38.1,7711177,1.8,0.5,71913,50841,14.7,2013
18,Indiana,6570902,49.1,50.9,37.3,1587542,51.1,48.9,4983360,48.5,51.5,1510950,50.2,49.8,2556577,49.4,50.6,915833,43.3,56.7,33.0,3896435,2.1,0.4,60180,41405,15.9,2013
19,Iowa,3090416,49.5,50.5,38.0,723466,51.2,48.8,2366950,48.9,51.1,708430,50.8,49.2,1178895,50.0,50.0,479625,43.6,56.4,32.6,1858607,2.5,0.4,58961,41503,12.7,2013
20,Kansas,2893957,49.8,50.2,36.0,720542,51.3,48.7,2173415,49.3,50.7,688528,51.9,48.1,1078662,49.8,50.2,406225,43.5,56.5,31.8,1680290,3.1,0.5,60756,43217,14.0,2013
21,Kentucky,4395295,49.2,50.8,38.5,1014585,51.3,48.7,3380710,48.6,51.4,991691,50.6,49.4,1752961,49.2,50.8,636058,43.7,56.3,31.7,2673527,2.4,0.4,56050,40507,18.8,2013
22,Louisiana,4625470,48.8,51.2,36.0,1112674,50.5,49.5,3512796,48.2,51.8,1136915,50.1,49.9,1768923,48.7,51.3,606958,43.4,56.6,37.5,2702084,2.0,0.4,62049,39357,19.8,2013
23,Maine,1328302,48.9,51.1,44.0,260335,51.3,48.7,1067967,48.4,51.6,264182,50.5,49.5,567801,48.8,51.2,235984,45.0,55.0,31.8,877030,2.8,0.3,57469,42200,14.0,2013
24,Maryland,5928814,48.5,51.5,38.2,1344457,51.0,49.0,4584357,47.8,52.2,1381233,50.2,49.8,2409256,48.0,52.0,793868,42.9,57.1,37.8,3606033,2.8,0.8,77767,60021,10.1,2013
25,Massachusetts,6692824,48.5,51.5,39.4,1392955,51.3,48.7,5299869,47.8,52.2,1604426,49.6,50.4,2705346,48.6,51.4,990097,42.6,57.4,39.3,4132971,2.0,0.9,82040,60845,11.9,2013
26,Michigan,9895622,49.1,50.9,39.6,2243739,51.3,48.7,7651883,48.5,51.5,2187111,50.4,49.6,3977989,49.1,50.9,1486783,44.0,56.0,36.0,6053200,1.5,0.5,62905,45866,17.0,2013
27,Minnesota,5420380,49.6,50.4,37.7,1282594,51.1,48.9,4137786,49.2,50.8,1247525,50.7,49.3,2135543,50.0,50.0,754718,44.3,55.7,34.8,3266024,2.0,0.5,67879,50757,11.2,2013
28,Mississippi,2991207,48.5,51.5,36.6,737140,51.1,48.9,2254067,47.7,52.3,698591,49.8,50.2,1141111,48.2,51.8,414365,42.6,57.4,36.7,1748447,2.3,0.2,51997,35547,24.0,2013
29,Missouri,6044171,49.0,51.0,38.1,1399075,51.1,48.9,4645096,48.3,51.7,1394347,50.2,49.8,2342391,49.0,51.0,908358,43.7,56.3,33.1,3647830,2.7,0.3,59162,41449,15.9,2013
30,Montana,1015165,49.9,50.1,39.6,224096,50.6,49.4,791069,49.8,50.2,228417,51.2,48.8,397572,50.1,49.9,165080,47.0,53.0,31.1,625938,4.0,0.5,56844,39220,16.5,2013
31,Nebraska,1868516,49.5,50.5,36.3,463752,50.5,49.5,1404764,49.2,50.8,440305,51.2,48.8,699831,49.9,50.1,264628,43.9,56.1,32.3,1091111,2.5,0.5,58477,40802,13.2,2013
32,Nevada,2790136,50.3,49.7,37.1,661647,50.9,49.1,2128489,50.1,49.9,653472,51.6,48.4,1094185,50.3,49.7,380832,47.0,53.0,36.2,1675694,4.6,0.6,58349,43885,15.8,2013
33,New Hampshire,1323459,49.3,50.7,42.3,271175,50.6,49.4,1052284,49.0,51.0,277798,50.5,49.5,571526,49.7,50.3,202960,44.8,55.2,31.9,848531,3.4,0.5,70893,50369,8.7,2013
34,New Jersey,8899339,48.8,51.2,39.4,2021897,51.1,48.9,6877442,48.1,51.9,1930441,50.9,49.1,3662594,48.7,51.3,1284407,42.3,57.7,37.3,5520228,1.6,0.7,84860,60212,11.4,2013
35,New Mexico,2085287,49.6,50.4,36.9,508084,50.9,49.1,1577203,49.2,50.8,485558,51.7,48.3,784488,49.0,51.0,307157,45.9,54.1,38.3,1226386,2.8,0.7,56072,41410,21.9,2013
36,New York,19651127,48.5,51.5,38.2,4239262,51.2,48.8,15411865,47.8,52.2,4788550,50.0,50.0,7793472,48.5,51.5,2829843,42.2,57.8,41.3,11978479,1.4,0.8,75949,57340,16.0,2013
37,North Carolina,9848060,48.7,51.3,37.9,2284168,51.1,48.9,7563892,48.0,52.0,2265295,50.5,49.5,3893879,48.2,51.8,1404718,43.3,56.7,34.7,5938778,2.8,0.5,59797,43464,17.9,2013
38,North Dakota,723393,51.0,49.0,35.5,160693,51.2,48.8,562700,51.0,49.0,196547,54.3,45.7,263603,51.0,49.0,102550,44.5,55.5,36.7,414861,5.4,0.5,62741,41257,11.8,2013
39,Ohio,11570808,48.9,51.1,39.3,2648786,51.2,48.8,8922022,48.2,51.8,2562998,50.3,49.7,4607061,49.1,50.9,1751963,43.1,56.9,34.8,7074928,1.6,0.4,61611,44813,16.0,2013
40,Oklahoma,3850568,49.5,50.5,36.2,947832,51.3,48.7,2902736,48.9,51.1,918911,50.8,49.2,1435898,49.5,50.5,547927,44.3,55.7,31.4,2245427,2.9,0.4,56943,38646,16.8,2013
41,Oregon,3930065,49.5,50.5,39.1,859528,51.5,48.5,3070537,49.0,51.0,901344,50.7,49.3,1564597,49.4,50.6,604596,45.3,54.7,33.8,2442679,3.7,0.5,61263,48086,16.7,2013
42,Pennsylvania,12773801,48.9,51.1,40.6,2716253,51.2,48.8,10057548,48.3,51.7,2848367,50.5,49.5,5119209,49.2,50.8,2089972,42.9,57.1,36.6,7984532,1.8,0.5,66815,47549,13.7,2013
44,Rhode Island,1051511,48.8,51.2,39.9,212847,52.1,47.9,838664,47.9,52.1,253584,50.3,49.7,422216,48.7,51.3,162864,42.3,57.7,39.0,649994,3.3,0.7,68085,52597,14.3,2013
45,South Carolina,4774839,48.6,51.4,38.6,1079320,50.9,49.1,3695519,48.0,52.0,1104547,50.2,49.8,1865865,48.2,51.8,725107,44.0,56.0,35.2,2891946,3.5,0.4,54760,39629,18.6,2013
46,South Dakota,844877,50.2,49.8,36.6,208481,51.3,48.7,636396,49.8,50.2,196154,52.0,48.0,315739,50.5,49.5,124503,44.8,55.2,33.2,495188,3.6,0.3,56242,35740,14.2,2013
47,Tennessee,6495978,48.9,51.1,38.5,1492081,51.4,48.6,5003897,48.1,51.9,1476796,50.0,50.0,2576911,48.6,51.4,950190,43.7,56.3,32.1,3950145,2.9,0.4,57571,42075,17.8,2013
48,Texas,26448193,49.7,50.3,34.0,7040918,51.2,48.8,19407275,49.2,50.8,6538478,51.1,48.9,9902270,49.3,50.7,2966527,44.2,55.8,35.3,14781483,2.1,0.7,63655,45280,17.5,2013
49,Utah,2900872,50.3,49.7,30.2,896831,51.5,48.5,2004041,49.8,50.2,773299,50.7,49.3,948062,50.1,49.9,282680,45.9,54.1,32.2,1459315,3.4,0.6,63974,40714,12.7,2013
50,Vermont,626630,49.3,50.7,42.5,124130,51.4,48.6,502500,48.7,51.3,136754,50.5,49.5,263088,49.1,50.9,102658,45.5,54.5,35.8,401064,3.7,0.4,60489,46149,12.3,2013
51,Virginia,8260405,49.2,50.8,37.6,1864331,51.0,49.0,6396074,48.6,51.4,1987197,50.8,49.2,3304068,48.9,51.1,1104809,43.9,56.1,35.5,4981814,3.3,0.7,72822,53998,11.7,2013
53,Washington,6971406,49.9,50.1,37.4,1596184,50.9,49.1,5375222,49.6,50.4,1661467,51.6,48.4,2762989,49.8,50.2,950766,45.2,54.8,35.0,4211233,3.0,0.8,70388,52386,14.1,2013
54,West Virginia,1854304,49.4,50.6,41.7,382257,51.5,48.5,1472047,48.9,51.1,391300,50.8,49.2,760734,49.7,50.3,320013,44.6,55.4,32.0,1192265,2.8,0.2,56706,38240,18.5,2013
55,Wisconsin,5742713,49.7,50.3,39.0,1305922,51.3,48.7,4436791,49.3,50.7,1290672,51.0,49.0,2297512,50.1,49.9,848607,44.4,55.6,35.1,3518346,1.8,0.3,60249,44237,13.5,2013
56,Wyoming,582658,51.1,48.9,36.6,139775,52.2,47.8,442883,50.7,49.3,140567,51.9,48.1,224762,51.2,48.8,77554,47.1,52.9,30.2,343659,4.8,0.3,61278,41222,10.9,2013
10420,"Akron, OH Metro Area",705686,48.5,51.5,40.1,149745,51.0,49.0,555941,47.9,52.1,163866,49.5,50.5,283766,48.7,51.3,108309,43.2,56.8,36.4,432818,1.5,0.7,64701,44864,15.4,2013
10580,"Albany-Schenectady-Troy, NY Metro Area",877905,48.8,51.2,39.8,179589,51.3,48.7,698316,48.2,51.8,211297,50.1,49.9,354837,48.9,51.1,132182,43.2,56.8,38.4,542585,1.9,0.6,67382,51026,12.5,2013
10740,"Albuquerque, NM Metro Area",901932,49.2,50.8,37.1,213260,50.9,49.1,688672,48.7,51.3,214275,51.0,49.0,349477,48.9,51.1,124920,44.4,55.6,37.7,537374,2.5,0.6,58509,43236,19.4,2013
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",827048,48.8,51.2,41.2,179874,51.1,48.9,647174,48.1,51.9,172121,50.4,49.6,339626,48.9,51.1,135427,43.4,56.6,34.0,522421,2.2,0.8,67433,47312,12.4,2013
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5524693,48.5,51.5,35.7,1416335,50.7,49.3,4108358,47.7,52.3,1289515,49.4,50.6,2246611,47.9,52.1,572232,43.0,57.0,37.3,3210536,2.7,0.6,69732,49385,15.9,2013
12260,"Augusta-Richmond County, GA-SC Metro Area",581551,48.8,51.2,36.8,139171,51.8,48.2,442380,47.8,52.2,138409,50.3,49.7,224355,47.7,52.3,79616,43.8,56.2,37.7,341628,4.2,0.3,58778,42124,19.8,2013
12420,"Austin-Round Rock, TX Metro Area",1883051,50.1,49.9,33.5,462925,51.2,48.8,1420126,49.7,50.3,520204,50.5,49.5,726689,50.3,49.7,173233,44.6,55.4,39.5,1060145,3.0,0.8,70524,50284,14.3,2013
12540,"Bakersfield, CA Metro Area",864124,51.4,48.6,31.0,256713,50.9,49.1,607411,51.5,48.5,224740,54.1,45.9,299386,51.3,48.7,83285,45.4,54.6,40.9,444173,1.1,0.6,57777,41441,22.8,2013
12580,"Baltimore-Columbia-Towson, MD Metro Area",2770738,48.3,51.7,38.2,618915,51.2,48.8,2151823,47.4,52.6,658831,49.6,50.4,1114275,47.8,52.2,378717,42.5,57.5,38.1,1684585,2.3,0.6,77396,58038,11.2,2013
12940,"Baton Rouge, LA Metro Area",820159,48.9,51.1,34.6,197095,50.7,49.3,623064,48.3,51.7,217589,49.8,50.2,308852,48.8,51.2,96623,43.2,56.8,39.0,465699,2.1,0.3,66744,43394,18.7,2013
13820,"Birmingham-Hoover, AL Metro Area",1140300,48.1,51.9,38.2,267915,51.3,48.7,872385,47.1,52.9,255981,49.3,50.7,455017,47.6,52.4,161387,42.3,57.7,31.9,691825,1.6,0.2,65622,44255,16.9,2013
14260,"Boise City, ID Metro Area",649321,50.0,50.0,35.4,176226,51.4,48.6,473095,49.4,50.6,145034,50.3,49.7,248295,50.2,49.8,79766,45.4,54.6,31.3,373248,3.9,0.4,60292,41517,16.9,2013
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4684299,48.5,51.5,38.8,975014,51.1,48.9,3709285,47.8,52.2,1152316,49.5,50.5,1897878,48.6,51.4,659091,42.6,57.4,39.7,2877880,2.3,1.1,87694,64207,10.4,2013
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",939904,48.7,51.3,39.9,224027,51.2,48.8,715877,48.0,52.0,190328,50.4,49.6,392015,48.5,51.5,133534,42.7,57.3,35.0,581813,3.3,0.9,126263,70373,9.6,2013
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1134115,48.4,51.6,40.8,234911,51.0,49.0,899204,47.7,52.3,261201,50.4,49.6,451640,48.5,51.5,186363,42.1,57.9,38.5,705814,1.0,0.7,62560,47111,14.9,2013
15980,"Cape Coral-Fort Myers, FL Metro Area",661115,49.0,51.0,46.8,125308,51.0,49.0,535807,48.5,51.5,119572,51.0,49.0,247076,47.7,52.3,169159,47.9,52.1,29.4,451169,4.1,1.1,55669,41660,16.5,2013
16700,"Charleston-North Charleston, SC Metro Area",712220,48.8,51.2,35.8,161164,51.1,48.9,551056,48.2,51.8,185371,50.4,49.6,275085,47.8,52.2,90600,44.4,55.6,38.3,419206,3.9,0.3,61351,43140,16.2,2013
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2335358,48.6,51.4,36.9,580589,51.1,48.9,1754769,47.8,52.2,526439,49.3,50.7,947758,48.4,51.6,280572,42.8,57.2,35.2,1391322,3.4,0.5,67721,47549,14.8,2013
16860,"Chattanooga, TN-GA Metro Area",540387,48.4,51.6,39.9,117941,51.7,48.3,422446,47.5,52.5,118939,50.0,50.0,217880,48.1,51.9,85627,42.5,57.5,31.5,338010,3.7,0.3,59143,40545,16.1,2013
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9537040,48.9,51.1,36.5,2294736,51.0,49.0,7242304,48.3,51.7,2280090,50.2,49.8,3777598,48.9,51.1,1184616,42.5,57.5,39.6,5654247,1.8,0.6,75939,53899,14.4,2013
17140,"Cincinnati, OH-KY-IN Metro Area",2134109,48.9,51.1,37.9,519692,51.0,49.0,1614417,48.3,51.7,479000,49.9,50.1,851340,49.0,51.0,284077,43.3,56.7,34.5,1272810,2.8,0.5,69429,48545,14.5,2013
17460,"Cleveland-Elyria, OH Metro Area",2064725,48.2,51.8,41.3,458268,50.9,49.1,1606457,47.4,52.6,429879,49.9,50.1,841782,48.2,51.8,334796,42.0,58.0,37.5,1302029,1.3,0.4,66995,47736,15.6,2013
17820,"Colorado Springs, CO Metro Area",678319,50.3,49.7,34.0,169498,50.9,49.1,508821,50.1,49.9,176447,53.8,46.2,255386,49.1,50.9,76988,44.9,55.1,32.3,379905,6.3,1.4,61781,45209,10.8,2013
17900,"Columbia, SC Metro Area",793360,48.5,51.5,36.0,180791,50.2,49.8,612569,48.0,52.0,205959,50.0,50.0,306040,48.1,51.9,100570,43.3,56.7,38.9,459946,4.1,0.6,55025,40861,16.6,2013
18140,"Columbus, OH Metro Area",1967066,49.2,50.8,35.7,476407,51.2,48.8,1490659,48.6,51.4,487820,50.1,49.9,773192,49.2,50.8,229647,43.1,56.9,36.6,1146235,1.7,0.6,64534,48480,14.8,2013
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6812373,49.3,50.7,34.2,1840237,51.2,48.8,4972136,48.6,51.4,1637688,50.1,49.9,2657989,49.0,51.0,676459,43.5,56.5,34.4,3839447,2.0,0.7,68669,49435,15.0,2013
19380,"Dayton, OH Metro Area",802489,48.2,51.8,39.1,177880,50.3,49.7,624609,47.6,52.4,185367,50.1,49.9,309530,48.2,51.8,129712,42.7,57.3,35.0,488637,2.0,0.4,60014,44713,16.4,2013
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",600756,48.1,51.9,46.9,109959,50.4,49.6,490797,47.6,52.4,114182,50.7,49.3,233988,47.7,52.3,142627,45.0,55.0,29.6,406818,3.4,0.6,50552,39476,16.2,2013
19740,"Denver-Aurora-Lakewood, CO Metro Area",2697476,49.9,50.1,36.1,649551,51.5,48.5,2047925,49.4,50.6,652318,50.7,49.3,1092261,50.0,50.0,303346,44.2,55.8,35.5,1610835,3.2,0.5,72885,53404,12.1,2013
19780,"Des Moines-West Des Moines, IA Metro Area",599789,49.2,50.8,35.4,153407,51.3,48.7,446382,48.5,51.5,143028,49.4,50.6,231470,49.5,50.5,71884,43.3,56.7,31.8,349865,2.8,0.5,65409,46838,11.0,2013
19820,"Detroit-Warren-Dearborn, MI Metro Area",4294983,48.5,51.5,40.0,996014,51.0,49.0,3298969,47.7,52.3,903997,49.8,50.2,1778934,48.4,51.6,616038,42.7,57.3,37.4,2652779,1.1,0.6,69493,49506,16.9,2013
20500,"Durham-Chapel Hill, NC Metro Area",534578,47.8,52.2,35.7,114756,50.4,49.6,419822,47.1,52.9,146331,48.3,51.7,205876,47.6,52.4,67615,42.9,57.1,37.6,313803,3.7,1.5,74797,53883,16.9,2013
21340,"El Paso, TX Metro Area",831935,49.1,50.9,31.5,240244,50.9,49.1,591691,48.3,51.7,215169,52.1,47.9,285807,47.4,52.6,90715,42.2,57.8,36.1,432575,2.8,1.3,46518,36694,22.6,2013
23420,"Fresno, CA Metro Area",955272,50.0,50.0,31.4,277939,51.0,49.0,677333,49.5,50.5,248590,51.4,48.6,325030,49.8,50.2,103713,44.2,55.8,41.3,496021,0.6,0.5,53345,43259,28.8,2013
24340,"Grand Rapids-Wyoming, MI Metro Area",1016603,49.4,50.6,35.5,254914,51.6,48.4,761689,48.7,51.3,246792,50.1,49.9,385477,49.3,50.7,129420,43.9,56.1,35.2,583375,1.7,0.5,62330,44281,14.0,2013
24660,"Greensboro-High Point, NC Metro Area",741065,48.1,51.9,38.4,168835,51.9,48.1,572230,46.9,53.1,170398,48.0,52.0,295250,47.7,52.3,106582,42.9,57.1,35.5,448607,1.9,0.3,60616,40971,19.9,2013
24860,"Greenville-Anderson-Mauldin, SC Metro Area",850965,48.7,51.3,38.5,195176,51.1,48.9,655789,48.0,52.0,196810,50.3,49.7,332635,48.6,51.4,126344,43.0,57.0,32.4,511611,3.0,0.4,56528,38737,17.4,2013
25420,"Harrisburg-Carlisle, PA Metro Area",557711,48.8,51.2,40.4,120036,50.6,49.4,437675,48.3,51.7,123135,49.9,50.1,228353,49.6,50.4,86187,42.5,57.5,33.8,349181,1.6,0.5,64521,47792,11.4,2013
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1215211,48.7,51.3,40.5,258611,50.8,49.2,956600,48.2,51.8,272898,51.0,49.0,496198,48.7,51.3,187504,42.7,57.3,38.4,757156,2.1,0.5,80878,59237,10.8,2013
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6313158,49.8,50.2,33.6,1720885,51.1,48.9,4592273,49.3,50.7,1556718,50.8,49.2,2434391,49.4,50.6,601164,44.6,55.4,35.9,3518490,2.0,0.9,70270,50285,16.4,2013
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1953613,48.8,51.2,36.0,496260,51.3,48.7,1457353,48.0,52.0,450966,49.0,51.0,770222,48.9,51.1,236165,42.9,57.1,34.3,1144561,1.9,0.5,68066,46428,15.2,2013
27140,"Jackson, MS Metro Area",578361,47.9,52.1,35.6,147472,50.3,49.7,430889,47.1,52.9,137606,48.7,51.3,221608,47.5,52.5,71675,42.7,57.3,39.4,332907,1.4,0.1,58737,39315,22.0,2013
27260,"Jacksonville, FL Metro Area",1394624,48.8,51.2,38.0,318542,51.2,48.8,1076082,48.1,51.9,322980,50.6,49.4,560652,48.0,52.0,192450,43.9,56.1,34.4,845941,3.0,0.4,63142,44674,14.8,2013
28140,"Kansas City, MO-KS Metro Area",2052048,49.0,51.0,36.6,514098,51.2,48.8,1537950,48.3,51.7,462981,50.0,50.0,808922,49.0,51.0,266047,43.4,56.6,32.3,1224437,3.5,0.4,67435,46422,12.6,2013
28940,"Knoxville, TN Metro Area",852147,48.7,51.3,40.3,180634,50.7,49.3,671513,48.2,51.8,190938,50.6,49.4,340398,48.5,51.5,140177,44.1,55.9,29.9,533494,2.4,0.2,60838,41932,17.5,2013
29460,"Lakeland-Winter Haven, FL Metro Area",623009,49.0,51.0,40.5,143298,51.3,48.7,479711,48.4,51.6,129981,50.3,49.7,230640,48.6,51.4,119090,45.8,54.2,35.0,387361,3.0,0.8,47670,36781,19.4,2013
29540,"Lancaster, PA Metro Area",529600,48.7,51.3,38.7,128494,50.3,49.7,401106,48.2,51.8,115164,49.8,50.2,200514,48.9,51.1,85428,44.3,55.7,31.3,316932,1.6,0.3,60514,43198,10.4,2013
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2027868,50.2,49.8,36.5,489628,51.0,49.0,1538240,49.9,50.1,483962,51.1,48.9,794122,50.2,49.8,260156,46.8,53.2,37.0,1205633,4.4,0.7,56372,44006,16.1,2013
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",723743,48.8,51.2,35.9,176149,52.1,47.9,547594,47.8,52.2,178151,49.6,50.4,272443,47.9,52.1,97000,43.9,56.1,34.7,423142,2.5,0.3,57787,42073,15.2,2013
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13131431,49.4,50.6,35.8,3049729,51.1,48.9,10081702,48.8,51.2,3363649,51.1,48.9,5133865,49.1,50.9,1584188,43.2,56.8,43.3,7678544,1.0,0.7,68189,53424,17.6,2013
31140,"Louisville/Jefferson County, KY-IN Metro Area",1262928,48.8,51.2,38.9,291455,50.9,49.1,971473,48.1,51.9,280120,50.3,49.7,514013,48.7,51.3,177340,42.9,57.1,33.9,777116,1.9,0.4,62007,44243,13.8,2013
31540,"Madison, WI Metro Area",627431,49.6,50.4,35.9,134950,51.0,49.0,492481,49.2,50.8,171685,51.0,49.0,243568,49.4,50.6,77228,44.6,55.4,38.8,368142,3.1,0.7,66469,51614,13.4,2013
32580,"McAllen-Edinburg-Mission, TX Metro Area",815996,48.9,51.1,28.5,277645,50.8,49.2,538351,48.0,52.0,198324,49.8,50.2,258325,47.4,52.6,81702,45.2,54.8,34.1,394435,1.1,0.8,44026,33328,34.3,2013
32820,"Memphis, TN-MS-AR Metro Area",1343850,48.0,52.0,35.7,345996,50.9,49.1,997854,47.0,53.0,315125,49.1,50.9,526283,47.3,52.7,156446,41.6,58.4,39.6,773552,3.1,0.4,61763,43111,19.8,2013
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5828191,48.6,51.4,40.4,1217235,51.1,48.9,4610956,47.9,52.1,1288649,50.5,49.5,2346223,48.6,51.4,976084,42.8,57.2,38.1,3701287,1.8,1.4,60373,43464,17.7,2013
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1569659,48.8,51.2,37.2,373796,51.2,48.8,1195863,48.0,52.0,365536,49.7,50.3,618507,49.0,51.0,211820,42.5,57.5,39.1,937918,1.6,0.4,68060,48228,15.9,2013
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3459146,49.4,50.6,36.6,840956,50.9,49.1,2618190,48.9,51.1,816325,50.4,49.6,1390837,49.7,50.3,411028,43.7,56.3,36.0,2059746,2.1,0.6,73135,55835,10.3,2013
33700,"Modesto, CA Metro Area",525491,49.5,50.5,33.6,145256,51.3,48.7,380235,48.9,51.1,127193,51.0,49.0,190547,49.1,50.9,62495,43.7,56.3,39.4,288309,0.7,0.4,58197,48248,22.1,2013
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1757424,49.0,51.0,36.1,419370,51.2,48.8,1338054,48.3,51.7,431090,49.4,50.6,700193,49.0,51.0,206771,43.6,56.4,33.4,1036384,3.5,0.6,62816,45991,13.7,2013
35300,"New Haven-Milford, CT Metro Area",862287,48.2,51.8,39.9,183810,51.1,48.9,678477,47.5,52.5,199483,49.5,50.5,346892,48.2,51.8,132102,42.3,57.7,40.6,533222,2.0,0.6,74358,54680,12.9,2013
35380,"New Orleans-Metairie, LA Metro Area",1240977,48.5,51.5,37.3,281266,50.8,49.2,959711,47.8,52.2,300278,49.1,50.9,494261,48.5,51.5,165172,43.1,56.9,39.7,750481,2.1,0.4,63432,42835,19.3,2013
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19949502,48.4,51.6,38.0,4429946,51.2,48.8,15519556,47.6,52.4,4748660,49.9,50.1,8000755,48.2,51.8,2770141,41.7,58.3,41.0,12187961,1.3,0.8,84638,62089,14.6,2013
35840,"North Port-Sarasota-Bradenton, FL Metro Area",732535,48.0,52.0,50.5,128257,51.2,48.8,604278,47.4,52.6,114935,50.8,49.2,273384,47.1,52.9,215959,46.0,54.0,28.9,523651,4.3,0.8,57371,41775,14.4,2013
36260,"Ogden-Clearfield, UT Metro Area",621853,50.2,49.8,31.0,198152,51.2,48.8,423701,49.8,50.2,151353,51.2,48.8,210729,50.0,50.0,61619,45.5,54.5,28.9,321485,2.7,0.5,62514,39362,10.4,2013
36420,"Oklahoma City, OK Metro Area",1319677,49.3,50.7,34.6,328733,51.4,48.6,990944,48.7,51.3,336805,50.6,49.4,490229,49.0,51.0,163910,43.7,56.3,34.0,752002,3.3,0.5,59503,40706,14.9,2013
36540,"Omaha-Council Bluffs, NE-IA Metro Area",895999,49.4,50.6,35.1,232691,50.9,49.1,663308,48.8,51.2,214708,50.2,49.8,341973,49.6,50.4,106627,43.6,56.4,34.0,514710,2.7,0.5,63196,44509,12.7,2013
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2267846,49.0,51.0,36.7,513741,51.1,48.9,1754105,48.3,51.7,565951,50.4,49.6,884440,48.3,51.7,303714,44.4,55.6,38.2,1346404,2.5,1.1,55762,41494,17.1,2013
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",839620,49.6,50.4,37.2,206283,51.1,48.9,633337,49.2,50.8,193247,51.9,48.1,330661,49.1,50.9,109429,44.6,55.4,36.4,493811,1.7,0.5,73932,56581,11.9,2013
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",550823,49.0,51.0,47.0,103766,52.2,47.8,447057,48.2,51.8,99842,50.8,49.2,225504,48.7,51.3,121711,45.1,54.9,31.4,374360,2.6,0.5,59455,41250,15.0,2013
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6034678,48.3,51.7,38.3,1359848,51.1,48.9,4674830,47.5,52.5,1413575,49.7,50.3,2403405,48.2,51.8,857850,42.0,58.0,40.5,3659340,2.0,0.6,77732,56094,13.5,2013
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4398762,49.7,50.3,35.7,1114533,51.0,49.0,3284229,49.3,50.7,1041111,51.4,48.6,1638769,49.4,50.6,604349,45.3,54.7,37.2,2553749,3.4,0.7,62933,46992,17.6,2013
38300,"Pittsburgh, PA Metro Area",2360867,48.5,51.5,42.8,459307,51.1,48.9,1901560,47.9,52.1,509125,50.7,49.3,967002,49.0,51.0,425433,42.0,58.0,34.7,1536186,1.5,0.5,68562,45837,12.8,2013
